order_id,order_date,product,revenue,quantity
ORD201001,2023-12-08 00:00:00,Printer,253.68,2
ORD200723,2023-12-09 00:00:00,Desk,54.95,3
ORD200406,2023-12-10 00:00:00,Tablet,66.1,4
ORD200068,2023-12-11 00:00:00,Chair,490.92,3
ORD200308,2023-12-11 00:00:00,Printer,448.9,3
ORD200960,2023-12-11 00:00:00,Laptop,379.07,3
ORD200851,2023-12-12 00:00:00,Laptop,365.57,1
ORD200563,2023-12-12 00:00:00,Laptop,132.68,1
ORD200441,2023-12-13 00:00:00,Printer,328.54,2
ORD201037,2023-12-13 00:00:00,Printer,249.81,1
ORD200150,2023-12-13 00:00:00,Phone,105.57,2
ORD200635,2023-12-13 00:00:00,Chair,63.68,3
ORD200043,2023-12-14 00:00:00,Chair,499.21,3
ORD200230,2023-12-16 00:00:00,Desk,61.91,4
ORD200389,2023-12-17 00:00:00,Desk,697.5,4
ORD201138,2023-12-18 00:00:00,Desk,294.41,4
ORD200831,2023-12-18 00:00:00,Printer,88.73,2
ORD200298,2023-12-19 00:00:00,Printer,301.17,4
ORD200545,2023-12-19 00:00:00,Monitor,98.47,2
ORD201066,2023-12-20 00:00:00,Desk,355.09,1
ORD200138,2023-12-21 00:00:00,Tablet,298.06,1
ORD200265,2023-12-22 00:00:00,Printer,572.13,1
ORD200649,2023-12-23 00:00:00,Monitor,642.98,2
ORD201086,2023-12-23 00:00:00,Tablet,513.42,2
ORD200999,2023-12-24 00:00:00,Printer,483.38,1
ORD200657,2023-12-24 00:00:00,Tablet,87.79,4
ORD200254,2023-12-26 00:00:00,Monitor,263.19,3
ORD200149,2023-12-27 00:00:00,Laptop,217.56,1
ORD200943,2023-12-27 00:00:00,Monitor,193.49,3
ORD200388,2023-12-28 00:00:00,Printer,633.97,3
ORD200164,2023-12-28 00:00:00,Desk,536.58,5
ORD201135,2023-12-28 00:00:00,Printer,73.41,2
ORD200010,2023-12-29 00:00:00,Tablet,625.97,5
ORD201016,2023-12-29 00:00:00,Tablet,268.78,5
ORD200336,2023-12-29 00:00:00,Laptop,18.2,1
ORD200065,2023-12-30 00:00:00,Monitor,81.7,5
ORD200804,2024-01-01 00:00:00,Chair,236.5,3
ORD200931,2024-01-01 00:00:00,Printer,40.23,2
ORD200737,2024-01-03 00:00:00,Phone,532.87,4
ORD200082,2024-01-05 00:00:00,Tablet,565.2,4
ORD200548,2024-01-05 00:00:00,Printer,426.12,3
ORD200399,2024-01-07 00:00:00,Tablet,423.93,5
ORD201105,2024-01-08 00:00:00,Tablet,475.69,3
ORD201164,2024-01-08 00:00:00,Tablet,315.57,5
ORD200674,2024-01-09 00:00:00,Laptop,358.75,4
ORD200712,2024-01-09 00:00:00,Tablet,68.4,2
ORD200781,2024-01-10 00:00:00,Phone,524.26,5
ORD200936,2024-01-12 00:00:00,Chair,56.66,4
ORD200791,2024-01-13 00:00:00,Chair,409.28,4
ORD200840,2024-01-14 00:00:00,Chair,411.95,3
ORD200450,2024-01-15 00:00:00,Monitor,615.1,5
ORD200476,2024-01-15 00:00:00,Phone,513.59,2
ORD200624,2024-01-16 00:00:00,Tablet,341.96,5
ORD200937,2024-01-16 00:00:00,Chair,298.53,2
ORD200113,2024-01-17 00:00:00,Laptop,190.08,5
ORD200410,2024-01-18 00:00:00,Tablet,518.23,2
ORD200656,2024-01-18 00:00:00,Monitor,189.06,2
ORD200299,2024-01-20 00:00:00,Monitor,278.66,1
ORD200719,2024-01-21 00:00:00,Laptop,681.06,2
ORD200912,2024-01-22 00:00:00,Desk,139.69,2
ORD200860,2024-01-23 00:00:00,Printer,422.54,1
ORD200734,2024-01-23 00:00:00,Printer,224.61,4
ORD200574,2024-01-24 00:00:00,Chair,384.69,5
ORD201015,2024-01-26 00:00:00,Printer,349.4,2
ORD200812,2024-01-26 00:00:00,Phone,255.26,2
ORD200540,2024-01-29 00:00:00,Laptop,648.65,5
ORD201024,2024-01-29 00:00:00,Chair,367.75,3
ORD200681,2024-01-30 00:00:00,Tablet,155.27,1
ORD200378,2024-02-01 00:00:00,Chair,64.5,5
ORD200347,2024-02-03 00:00:00,Printer,264.79,4
ORD201014,2024-02-04 00:00:00,Tablet,226.45,5
ORD200501,2024-02-04 00:00:00,Desk,203.46,4
ORD200249,2024-02-07 00:00:00,Printer,546.19,1
ORD200968,2024-02-08 00:00:00,Monitor,412.2,4
ORD200617,2024-02-08 00:00:00,Tablet,184.47,3
ORD200736,2024-02-09 00:00:00,Monitor,418.53,5
ORD200045,2024-02-10 00:00:00,Chair,317.25,1
ORD200770,2024-02-11 00:00:00,Desk,314.38,1
ORD200808,2024-02-13 00:00:00,Desk,134.05,3
ORD200915,2024-02-16 00:00:00,Laptop,502.99,4
ORD200802,2024-02-17 00:00:00,Chair,644.64,5
ORD200011,2024-02-17 00:00:00,Monitor,49.14,3
ORD200582,2024-02-19 00:00:00,Tablet,474.14,3
ORD200816,2024-02-21 00:00:00,Tablet,574.79,5
ORD200594,2024-02-21 00:00:00,Phone,72.64,5
ORD200027,2024-02-22 00:00:00,Printer,472.74,1
ORD200757,2024-02-22 00:00:00,Desk,157.72,1
ORD200221,2024-02-23 00:00:00,Tablet,639.37,5
ORD201159,2024-02-23 00:00:00,Desk,466.7,4
ORD200310,2024-02-24 00:00:00,Printer,132.48,3
ORD200653,2024-02-25 00:00:00,Printer,690.3,3
ORD200521,2024-02-25 00:00:00,Phone,528.06,1
ORD201110,2024-02-25 00:00:00,Chair,84.31,3
ORD200465,2024-02-26 00:00:00,Printer,513.49,5
ORD200258,2024-02-26 00:00:00,Tablet,103.41,2
ORD200640,2024-02-27 00:00:00,Chair,587.49,2
ORD200002,2024-02-27 00:00:00,Tablet,550.68,5
ORD200392,2024-02-28 00:00:00,Phone,627.2,1
ORD201192,2024-02-28 00:00:00,Chair,432.85,3
ORD200526,2024-02-29 00:00:00,Desk,46.5,2
ORD200626,2024-03-01 00:00:00,Tablet,657.48,2
ORD200546,2024-03-01 00:00:00,Monitor,158.68,1
ORD200017,2024-03-02 00:00:00,Tablet,423.4,1
ORD200145,2024-03-02 00:00:00,Printer,146.91,3
ORD201196,2024-03-04 00:00:00,Monitor,662.53,2
ORD200602,2024-03-05 00:00:00,Tablet,26.04,4
ORD200688,2024-03-06 00:00:00,Monitor,593.22,4
ORD200026,2024-03-06 00:00:00,Laptop,59.55,5
ORD200614,2024-03-08 00:00:00,Phone,96.81,1
ORD200543,2024-03-09 00:00:00,Desk,269.86,5
ORD200764,2024-03-10 00:00:00,Laptop,627.43,5
ORD200857,2024-03-10 00:00:00,Phone,257.84,3
ORD200544,2024-03-10 00:00:00,Printer,31.96,5
ORD200963,2024-03-11 00:00:00,Chair,530.34,5
ORD200832,2024-03-12 00:00:00,Chair,485.71,5
ORD200348,2024-03-13 00:00:00,Laptop,359.73,3
ORD200225,2024-03-13 00:00:00,Phone,273.96,3
ORD201187,2024-03-13 00:00:00,Desk,184.6,2
ORD200237,2024-03-14 00:00:00,Monitor,583.72,3
ORD200511,2024-03-15 00:00:00,Monitor,575.24,5
ORD200869,2024-03-17 00:00:00,Desk,533.95,2
ORD200787,2024-03-17 00:00:00,Desk,221.96,4
ORD200721,2024-03-18 00:00:00,Desk,118.59,2
ORD201007,2024-03-20 00:00:00,Monitor,73.26,2
ORD200926,2024-03-20 00:00:00,Desk,26.95,1
ORD200445,2024-03-23 00:00:00,Phone,487.21,1
ORD200253,2024-03-23 00:00:00,Chair,413.74,4
ORD200173,2024-03-24 00:00:00,Phone,664.46,3
ORD200061,2024-03-24 00:00:00,Desk,122.2,4
ORD200835,2024-03-26 00:00:00,Desk,679.65,1
ORD200455,2024-03-26 00:00:00,Phone,639.83,1
ORD200334,2024-03-26 00:00:00,Chair,224.75,4
ORD200620,2024-03-27 00:00:00,Tablet,136.34,3
ORD200161,2024-03-29 00:00:00,Monitor,211.14,1
ORD200076,2024-03-31 00:00:00,Laptop,382.88,4
ORD200780,2024-03-31 00:00:00,Laptop,184.48,4
ORD200976,2024-04-04 00:00:00,Tablet,589.3,3
ORD200184,2024-04-04 00:00:00,Tablet,214.54,4
ORD201019,2024-04-06 00:00:00,Desk,277.09,1
ORD200993,2024-04-06 00:00:00,Monitor,267.45,3
ORD200529,2024-04-07 00:00:00,Tablet,675.1,2
ORD200885,2024-04-07 00:00:00,Laptop,515.59,4
ORD200500,2024-04-07 00:00:00,Laptop,508.59,5
ORD200169,2024-04-07 00:00:00,Printer,427.82,1
ORD200447,2024-04-07 00:00:00,Printer,416.81,2
ORD200358,2024-04-07 00:00:00,Tablet,183.67,2
ORD200516,2024-04-07 00:00:00,Monitor,166.99,3
ORD201109,2024-04-08 00:00:00,Printer,77.47,4
ORD201133,2024-04-09 00:00:00,Printer,467.91,2
ORD200809,2024-04-09 00:00:00,Desk,217.43,5
ORD200517,2024-04-09 00:00:00,Tablet,198.35,4
ORD200633,2024-04-10 00:00:00,Laptop,601.72,5
ORD200339,2024-04-10 00:00:00,Printer,236.33,2
ORD200838,2024-04-11 00:00:00,Desk,577.08,4
ORD200178,2024-04-11 00:00:00,Chair,512.06,4
ORD200956,2024-04-11 00:00:00,Phone,160.98,2
ORD200834,2024-04-11 00:00:00,Printer,22.14,5
ORD200959,2024-04-13 00:00:00,Tablet,143.82,2
ORD200122,2024-04-15 00:00:00,Laptop,533.02,2
ORD200793,2024-04-15 00:00:00,Chair,170.22,5
ORD200559,2024-04-15 00:00:00,Desk,157.4,3
ORD200663,2024-04-15 00:00:00,Monitor,72.6,1
ORD200174,2024-04-16 00:00:00,Printer,600.81,4
ORD200206,2024-04-16 00:00:00,Laptop,229.1,4
ORD200333,2024-04-16 00:00:00,Phone,198.51,1
ORD200419,2024-04-17 00:00:00,Tablet,216.66,2
ORD200670,2024-04-18 00:00:00,Desk,539.2,4
ORD200437,2024-04-18 00:00:00,Phone,512.39,1
ORD200183,2024-04-18 00:00:00,Monitor,186.28,5
ORD200566,2024-04-18 00:00:00,Phone,162.71,4
ORD200522,2024-04-20 00:00:00,Chair,515.32,1
ORD200380,2024-04-20 00:00:00,Printer,331.9,4
ORD200110,2024-04-21 00:00:00,Tablet,220.77,1
ORD200195,2024-04-22 00:00:00,Chair,619.21,3
ORD201020,2024-04-22 00:00:00,Tablet,26.5,2
ORD201095,2024-04-23 00:00:00,Phone,441.54,2
ORD200257,2024-04-23 00:00:00,Phone,406.22,1
ORD200592,2024-04-23 00:00:00,Phone,204.27,3
ORD200753,2024-04-24 00:00:00,Phone,241.49,2
ORD200367,2024-04-25 00:00:00,Laptop,658.77,5
ORD200634,2024-04-25 00:00:00,Printer,259.32,2
ORD200598,2024-04-26 00:00:00,Desk,495.35,5
ORD200136,2024-04-27 00:00:00,Laptop,44.35,1
ORD200996,2024-04-28 00:00:00,Monitor,473.86,4
ORD200901,2024-04-28 00:00:00,Tablet,458.63,1
ORD200642,2024-04-29 00:00:00,Chair,85.22,5
ORD200946,2024-05-04 00:00:00,Phone,404.96,2
ORD200442,2024-05-06 00:00:00,Chair,314.94,5
ORD200042,2024-05-06 00:00:00,Printer,151.66,2
ORD201060,2024-05-07 00:00:00,Tablet,273.43,2
ORD200928,2024-05-09 00:00:00,Laptop,247.11,3
ORD200991,2024-05-09 00:00:00,Desk,127.18,5
ORD200605,2024-05-10 00:00:00,Monitor,228.91,2
ORD201074,2024-05-10 00:00:00,Phone,222.73,1
ORD200291,2024-05-12 00:00:00,Phone,345.01,2
ORD200873,2024-05-12 00:00:00,Desk,136.84,3
ORD200255,2024-05-13 00:00:00,Monitor,263.96,1
ORD200443,2024-05-14 00:00:00,Chair,69.64,2
ORD200884,2024-05-15 00:00:00,Chair,595.54,1
ORD200158,2024-05-16 00:00:00,Tablet,331.06,1
ORD200871,2024-05-16 00:00:00,Tablet,324.3,3
ORD200053,2024-05-18 00:00:00,Phone,488.78,4
ORD201117,2024-05-20 00:00:00,Chair,588.44,3
ORD200217,2024-05-20 00:00:00,Desk,321.51,4
ORD200863,2024-05-20 00:00:00,Phone,14.06,1
ORD201027,2024-05-21 00:00:00,Laptop,554.83,4
ORD200077,2024-05-24 00:00:00,Phone,583.18,1
ORD200538,2024-05-24 00:00:00,Phone,490.74,3
ORD201118,2024-05-24 00:00:00,Phone,251.48,3
ORD200363,2024-05-24 00:00:00,Laptop,113.87,5
ORD200867,2024-05-26 00:00:00,Printer,142.58,4
ORD200971,2024-05-27 00:00:00,Monitor,605.26,2
ORD201006,2024-05-27 00:00:00,Tablet,420.98,5
ORD200909,2024-05-27 00:00:00,Tablet,291.85,2
ORD201157,2024-05-29 00:00:00,Monitor,301.55,3
ORD200576,2024-05-29 00:00:00,Laptop,79.08,5
ORD200484,2024-05-29 00:00:00,Chair,15.01,4
ORD200950,2024-05-31 00:00:00,Laptop,596.24,1
ORD201036,2024-05-31 00:00:00,Phone,413.83,3
ORD200910,2024-05-31 00:00:00,Printer,308.98,3
ORD200096,2024-06-01 00:00:00,Phone,232.83,2
ORD200330,2024-06-02 00:00:00,Desk,260.53,5
ORD200856,2024-06-03 00:00:00,Phone,586.62,1
ORD201102,2024-06-03 00:00:00,Chair,347.17,4
ORD200892,2024-06-04 00:00:00,Desk,394.53,1
ORD200652,2024-06-05 00:00:00,Chair,341.84,5
ORD200534,2024-06-06 00:00:00,Chair,648.59,3
ORD200360,2024-06-06 00:00:00,Phone,589.57,4
ORD200731,2024-06-07 00:00:00,Printer,584.46,5
ORD200306,2024-06-07 00:00:00,Printer,57.07,2
ORD200266,2024-06-08 00:00:00,Chair,583.07,4
ORD200461,2024-06-08 00:00:00,Tablet,401.82,1
ORD200194,2024-06-08 00:00:00,Monitor,249.57,1
ORD200444,2024-06-08 00:00:00,Printer,135.17,1
ORD201134,2024-06-08 00:00:00,Desk,38.28,4
ORD200536,2024-06-09 00:00:00,Chair,616.1,1
ORD200876,2024-06-09 00:00:00,Chair,608.91,5
ORD200702,2024-06-09 00:00:00,Printer,562.55,3
ORD200972,2024-06-09 00:00:00,Laptop,90.27,1
ORD200092,2024-06-10 00:00:00,Printer,48.61,4
ORD200198,2024-06-11 00:00:00,Laptop,340.3,4
ORD201163,2024-06-11 00:00:00,Laptop,306.29,3
ORD200771,2024-06-12 00:00:00,Phone,692.44,3
ORD200744,2024-06-12 00:00:00,Tablet,461.37,2
ORD200716,2024-06-13 00:00:00,Chair,454.29,3
ORD200143,2024-06-13 00:00:00,Chair,400.07,4
ORD200739,2024-06-13 00:00:00,Phone,386.73,4
ORD200324,2024-06-13 00:00:00,Tablet,70.93,3
ORD201056,2024-06-14 00:00:00,Phone,486.35,2
ORD200322,2024-06-14 00:00:00,Phone,231.82,5
ORD201034,2024-06-16 00:00:00,Printer,517.98,4
ORD200610,2024-06-16 00:00:00,Desk,389.62,5
ORD200922,2024-06-17 00:00:00,Desk,563.82,2
ORD200086,2024-06-19 00:00:00,Printer,643.03,5
ORD200296,2024-06-19 00:00:00,Desk,638.8,5
ORD201063,2024-06-19 00:00:00,Desk,320.68,2
ORD200411,2024-06-19 00:00:00,Desk,39.51,2
ORD201079,2024-06-20 00:00:00,Phone,634.0,5
ORD201195,2024-06-20 00:00:00,Desk,107.04,1
ORD200948,2024-06-21 00:00:00,Phone,594.07,2
ORD200916,2024-06-21 00:00:00,Printer,578.83,5
ORD200701,2024-06-23 00:00:00,Monitor,92.22,3
ORD201140,2024-06-24 00:00:00,Printer,552.83,2
ORD201148,2024-06-25 00:00:00,Phone,355.15,1
ORD200978,2024-06-25 00:00:00,Printer,107.49,4
ORD200046,2024-06-26 00:00:00,Monitor,550.14,4
ORD200994,2024-06-27 00:00:00,Tablet,615.65,4
ORD200756,2024-06-27 00:00:00,Phone,283.69,1
ORD200387,2024-06-27 00:00:00,Printer,39.53,2
ORD200735,2024-06-28 00:00:00,Monitor,44.07,4
ORD200361,2024-06-29 00:00:00,Printer,659.85,5
ORD200868,2024-06-29 00:00:00,Monitor,316.32,4
ORD200641,2024-06-30 00:00:00,Printer,567.57,4
ORD200326,2024-07-01 00:00:00,Laptop,670.48,5
ORD200458,2024-07-02 00:00:00,Monitor,510.58,4
ORD200531,2024-07-02 00:00:00,Desk,320.01,5
ORD200332,2024-07-03 00:00:00,Desk,125.02,5
ORD200711,2024-07-04 00:00:00,Tablet,475.78,2
ORD200846,2024-07-04 00:00:00,Desk,359.86,2
ORD200668,2024-07-05 00:00:00,Monitor,253.67,2
ORD201185,2024-07-08 00:00:00,Chair,343.31,1
ORD201083,2024-07-09 00:00:00,Chair,123.28,1
ORD200690,2024-07-12 00:00:00,Monitor,24.48,1
ORD200902,2024-07-13 00:00:00,Monitor,180.25,4
ORD200393,2024-07-14 00:00:00,Printer,75.01,1
ORD200748,2024-07-15 00:00:00,Tablet,70.81,3
ORD200558,2024-07-16 00:00:00,Phone,628.12,4
ORD200619,2024-07-16 00:00:00,Laptop,532.89,1
ORD201131,2024-07-18 00:00:00,Phone,694.5,1
ORD201049,2024-07-18 00:00:00,Desk,391.86,5
ORD200530,2024-07-18 00:00:00,Chair,89.41,4
ORD200423,2024-07-20 00:00:00,Printer,685.2,4
ORD200740,2024-07-20 00:00:00,Desk,377.47,2
ORD200985,2024-07-20 00:00:00,Desk,243.71,1
ORD200490,2024-07-22 00:00:00,Chair,467.81,5
ORD200951,2024-07-22 00:00:00,Printer,306.24,2
ORD200377,2024-07-22 00:00:00,Monitor,260.26,1
ORD201126,2024-07-22 00:00:00,Phone,190.11,5
ORD200710,2024-07-22 00:00:00,Laptop,21.54,5
ORD200888,2024-07-23 00:00:00,Laptop,266.95,2
ORD200608,2024-07-24 00:00:00,Laptop,543.16,5
ORD200828,2024-07-24 00:00:00,Chair,404.58,4
ORD200025,2024-07-24 00:00:00,Monitor,399.98,1
ORD200459,2024-07-24 00:00:00,Desk,334.39,1
ORD200535,2024-07-24 00:00:00,Monitor,68.12,3
ORD201149,2024-07-25 00:00:00,Chair,695.29,2
ORD200877,2024-07-25 00:00:00,Tablet,524.06,1
ORD201104,2024-07-25 00:00:00,Tablet,314.76,4
ORD200715,2024-07-26 00:00:00,Printer,653.63,3
ORD200866,2024-07-26 00:00:00,Desk,189.25,5
ORD200318,2024-07-27 00:00:00,Chair,148.72,3
ORD200772,2024-07-28 00:00:00,Monitor,604.87,1
ORD200124,2024-07-28 00:00:00,Printer,283.79,4
ORD201137,2024-07-29 00:00:00,Printer,410.21,4
ORD200728,2024-07-29 00:00:00,Desk,325.76,4
ORD200104,2024-07-30 00:00:00,Phone,582.04,1
ORD200264,2024-08-03 00:00:00,Tablet,436.77,1
ORD201068,2024-08-03 00:00:00,Laptop,133.39,1
ORD200815,2024-08-04 00:00:00,Printer,569.84,3
ORD200907,2024-08-04 00:00:00,Desk,298.39,5
ORD200675,2024-08-06 00:00:00,Desk,342.02,3
ORD200078,2024-08-06 00:00:00,Printer,175.36,4
ORD200782,2024-08-11 00:00:00,Monitor,493.63,2
ORD200911,2024-08-13 00:00:00,Desk,396.86,5
ORD201189,2024-08-17 00:00:00,Tablet,389.22,5
ORD200527,2024-08-19 00:00:00,Chair,653.47,5
ORD200060,2024-08-21 00:00:00,Desk,417.1,1
ORD200214,2024-08-21 00:00:00,Desk,305.72,4
ORD201198,2024-08-22 00:00:00,Chair,262.52,4
ORD201142,2024-08-23 00:00:00,Phone,695.1,4
ORD200001,2024-08-23 00:00:00,Phone,151.35,2
ORD200233,2024-08-24 00:00:00,Phone,311.33,3
ORD201017,2024-08-25 00:00:00,Chair,680.85,2
ORD200643,2024-08-26 00:00:00,Laptop,438.37,1
ORD200449,2024-08-26 00:00:00,Tablet,253.05,3
ORD200992,2024-08-27 00:00:00,Printer,586.21,3
ORD200859,2024-08-28 00:00:00,Chair,261.33,5
ORD200246,2024-08-30 00:00:00,Desk,342.11,2
ORD200467,2024-08-30 00:00:00,Desk,45.94,1
ORD201075,2024-08-31 00:00:00,Monitor,552.63,2
ORD200181,2024-08-31 00:00:00,Printer,404.39,5
ORD200666,2024-08-31 00:00:00,Monitor,327.12,4
ORD200190,2024-08-31 00:00:00,Printer,223.7,3
ORD200631,2024-08-31 00:00:00,Chair,46.11,3
ORD200300,2024-09-02 00:00:00,Phone,287.46,1
ORD200897,2024-09-03 00:00:00,Laptop,481.48,4
ORD200618,2024-09-03 00:00:00,Tablet,411.34,1
ORD200906,2024-09-03 00:00:00,Monitor,62.12,1
ORD201160,2024-09-04 00:00:00,Desk,541.64,1
ORD200398,2024-09-04 00:00:00,Phone,53.93,5
ORD201070,2024-09-06 00:00:00,Desk,491.29,4
ORD200982,2024-09-06 00:00:00,Monitor,304.11,1
ORD200962,2024-09-06 00:00:00,Phone,142.08,2
ORD200986,2024-09-07 00:00:00,Laptop,644.96,4
ORD200970,2024-09-07 00:00:00,Desk,627.15,1
ORD200052,2024-09-08 00:00:00,Tablet,586.44,1
ORD200439,2024-09-08 00:00:00,Tablet,146.32,1
ORD201178,2024-09-08 00:00:00,Monitor,70.24,1
ORD200085,2024-09-09 00:00:00,Tablet,146.73,3
ORD200277,2024-09-09 00:00:00,Chair,90.92,5
ORD201048,2024-09-09 00:00:00,Monitor,73.65,4
ORD201175,2024-09-10 00:00:00,Printer,91.74,3
ORD200223,2024-09-11 00:00:00,Phone,692.91,4
ORD200059,2024-09-11 00:00:00,Chair,593.27,4
ORD200165,2024-09-14 00:00:00,Monitor,500.29,2
ORD200790,2024-09-14 00:00:00,Laptop,417.89,4
ORD201053,2024-09-15 00:00:00,Phone,496.62,2
ORD200374,2024-09-16 00:00:00,Monitor,571.9,1
ORD200762,2024-09-17 00:00:00,Phone,76.96,3
ORD200841,2024-09-19 00:00:00,Printer,443.22,2
ORD201099,2024-09-19 00:00:00,Laptop,125.23,2
ORD200252,2024-09-20 00:00:00,Phone,668.36,4
ORD200029,2024-09-20 00:00:00,Desk,423.53,3
ORD201045,2024-09-20 00:00:00,Laptop,316.4,5
ORD200379,2024-09-21 00:00:00,Phone,297.67,3
ORD201059,2024-09-22 00:00:00,Desk,265.64,1
ORD200684,2024-09-22 00:00:00,Printer,34.84,4
ORD201023,2024-09-23 00:00:00,Laptop,233.67,5
ORD200341,2024-09-23 00:00:00,Tablet,167.15,1
ORD201057,2024-09-24 00:00:00,Laptop,428.88,3
ORD200700,2024-09-25 00:00:00,Laptop,92.91,2
ORD200512,2024-09-27 00:00:00,Desk,568.02,3
ORD200819,2024-09-28 00:00:00,Phone,398.45,2
ORD200400,2024-09-28 00:00:00,Desk,160.22,4
ORD200637,2024-09-29 00:00:00,Chair,306.35,4
ORD200727,2024-09-29 00:00:00,Chair,95.75,5
ORD200743,2024-09-30 00:00:00,Monitor,576.35,1
ORD200567,2024-09-30 00:00:00,Chair,492.94,5
ORD200752,2024-10-03 00:00:00,Phone,429.37,4
ORD201146,2024-10-03 00:00:00,Monitor,421.44,5
ORD200603,2024-10-04 00:00:00,Tablet,657.07,1
ORD201173,2024-10-04 00:00:00,Monitor,208.36,1
ORD200460,2024-10-06 00:00:00,Laptop,144.25,1
ORD200431,2024-10-06 00:00:00,Printer,52.54,1
ORD200823,2024-10-07 00:00:00,Laptop,653.13,4
ORD201046,2024-10-07 00:00:00,Tablet,547.15,3
ORD200208,2024-10-08 00:00:00,Desk,408.32,2
ORD201091,2024-10-08 00:00:00,Laptop,209.48,3
ORD200578,2024-10-10 00:00:00,Monitor,566.07,5
ORD200087,2024-10-10 00:00:00,Tablet,225.11,3
ORD201073,2024-10-11 00:00:00,Tablet,362.06,4
ORD200037,2024-10-14 00:00:00,Laptop,76.74,2
ORD200805,2024-10-15 00:00:00,Laptop,472.01,5
ORD200012,2024-10-15 00:00:00,Monitor,180.5,2
ORD200929,2024-10-16 00:00:00,Tablet,536.25,2
ORD200616,2024-10-17 00:00:00,Tablet,601.6,3
ORD200304,2024-10-18 00:00:00,Monitor,408.73,5
ORD200896,2024-10-18 00:00:00,Desk,147.29,3
ORD200724,2024-10-18 00:00:00,Printer,136.97,3
ORD200660,2024-10-19 00:00:00,Chair,651.57,2
ORD200954,2024-10-22 00:00:00,Chair,443.44,3
ORD200852,2024-10-24 00:00:00,Desk,568.05,3
ORD200105,2024-10-24 00:00:00,Printer,185.4,3
ORD200497,2024-10-24 00:00:00,Printer,112.29,3
ORD200726,2024-10-25 00:00:00,Laptop,583.02,4
ORD200659,2024-10-26 00:00:00,Phone,642.04,2
ORD200889,2024-10-27 00:00:00,Monitor,650.72,5
ORD200273,2024-10-27 00:00:00,Tablet,238.25,2
ORD200024,2024-10-30 00:00:00,Laptop,230.95,2
ORD200707,2024-11-01 00:00:00,Chair,650.04,4
ORD200478,2024-11-01 00:00:00,Tablet,62.77,3
ORD200622,2024-11-02 00:00:00,Desk,236.38,5
ORD200440,2024-11-05 00:00:00,Desk,83.6,4
ORD200125,2024-11-06 00:00:00,Phone,512.65,2
ORD200606,2024-11-06 00:00:00,Laptop,274.75,3
ORD200156,2024-11-08 00:00:00,Chair,269.83,2
ORD200807,2024-11-10 00:00:00,Monitor,676.21,3
ORD200403,2024-11-10 00:00:00,Tablet,620.21,1
ORD200586,2024-11-10 00:00:00,Monitor,522.08,1
ORD200581,2024-11-11 00:00:00,Laptop,627.34,1
ORD200961,2024-11-11 00:00:00,Phone,601.36,1
ORD200651,2024-11-12 00:00:00,Chair,646.34,3
ORD200066,2024-11-15 00:00:00,Chair,127.18,5
ORD200722,2024-11-15 00:00:00,Printer,95.1,1
ORD200021,2024-11-17 00:00:00,Monitor,342.95,4
ORD200591,2024-11-18 00:00:00,Laptop,605.28,1
ORD200847,2024-11-18 00:00:00,Printer,434.23,4
ORD200278,2024-11-18 00:00:00,Laptop,362.46,5
ORD200795,2024-11-20 00:00:00,Laptop,115.77,4
ORD200571,2024-11-23 00:00:00,Tablet,214.08,1
ORD200695,2024-11-23 00:00:00,Printer,101.3,5
ORD201119,2024-11-24 00:00:00,Laptop,684.65,1
ORD200384,2024-11-24 00:00:00,Chair,553.57,3
ORD200179,2024-11-24 00:00:00,Laptop,539.91,3
ORD200983,2024-11-24 00:00:00,Monitor,296.28,4
ORD200691,2024-11-24 00:00:00,Laptop,239.08,3
ORD200678,2024-11-24 00:00:00,Chair,163.13,3
ORD200597,2024-11-25 00:00:00,Desk,211.82,2
ORD200428,2024-11-26 00:00:00,Chair,262.58,4
ORD200137,2024-11-26 00:00:00,Monitor,250.98,2
ORD200234,2024-11-26 00:00:00,Printer,236.41,4
ORD200454,2024-11-27 00:00:00,Laptop,109.29,1
ORD200420,2024-11-29 00:00:00,Phone,452.7,1
ORD200742,2024-11-30 00:00:00,Laptop,699.93,3
ORD201132,2024-12-02 00:00:00,Chair,337.32,2
ORD201011,2024-12-03 00:00:00,Phone,478.36,2
ORD201012,2024-12-03 00:00:00,Printer,30.05,4
ORD200844,2024-12-04 00:00:00,Chair,320.92,1
ORD200210,2024-12-05 00:00:00,Chair,358.48,3
ORD200488,2024-12-05 00:00:00,Chair,36.65,1
ORD200346,2024-12-06 00:00:00,Tablet,655.09,1
ORD200035,2024-12-07 00:00:00,Monitor,465.15,2
ORD200709,2024-12-07 00:00:00,Desk,386.03,1
ORD200303,2024-12-07 00:00:00,Tablet,30.54,1
ORD201042,2024-12-09 00:00:00,Tablet,409.75,2
ORD200067,2024-12-09 00:00:00,Printer,12.1,4
ORD200588,2024-12-10 00:00:00,Monitor,577.82,4
ORD200239,2024-12-11 00:00:00,Tablet,538.74,3
ORD200830,2024-12-11 00:00:00,Tablet,190.64,4
ORD200814,2024-12-11 00:00:00,Chair,147.51,4
ORD200238,2024-12-13 00:00:00,Desk,384.32,4
ORD200821,2024-12-14 00:00:00,Laptop,174.49,4
ORD200148,2024-12-15 00:00:00,Phone,319.91,2
ORD201153,2024-12-16 00:00:00,Monitor,696.71,4
ORD200930,2024-12-16 00:00:00,Phone,456.04,2
